comman,text,label
الهند تتجنب استيراد النفط الإيراني,الهند تزيد وارداتهل من نفط إيران,0
وزير الأمن الإسرائيلي يعتزم منع سجناء حماس من مشاهدة مباريات كأس العالم,منع سجناء حماس من مشاهدة مباريات كأس العالم بأمر من وزير الأمن الإسرائيلي,1
السعودية تلاحق قرابة مليوني مخالف لأنظمة العمل والإقامة,السعودية تعفو عن لمليون و800 مخالف لأنظمة الإقامة والعمل,0
اتفاق لإجلاء المصابين من الغوطة الشرقية,الوصول لاتفاق بشأن إخراج المصابين من الغوطة الشرقية,1
قناة السويس تحقق إيرادات قياسية,إيرادات قياسية لقناة السويس,1
المكسرات والفاكهة.. ضحايا حرب تجارية وشيكة بين الصين وأميركا,المكسرات والفاكهة خارج نطاق الحرب التجارية المحتملة بين أميركا والصين,0
إضراب عمالي يشل قطارات فرنسا,العمال يشلون القطارات الفرنسية,1
الدولار ينزل بعد هبوط الأسهم الأميركية,الأسهم الأميركية تهبط بالدولار,1
السعودية تسلم اليمن 2 مليار دولار أميركي كوديعة,اليمن تودع ملياري دولار بالسعودية,0
6 تريليونات دولار.. قنبلة صينية سرية تهدد العالم,الصين تتحدث لأول مرة عن ديونها السرية,1
ترامب يهدد بفرض تريليونات على واردات الصين,ترامب يخفف لهجة التهديد تجاه الصين,0
بكين: الحمائية توصد الأبواب أمامنا,بكين تشتكي من الحمائية,1
زيادة مفاجئة في المخزونات الأميركية تصعد بالنفط,النفط يصعد بعد معلومات عن ارتفاع المخزون الاميركي,1
جورج نادر وعلاقته بــنفوذ الإمارات على ترامب؟,ما العلاقة الخفية بين تأثير الإمارات على ترامب من قبل جورج نادر؟,1
٦ دولارات دخل يومي لنصف سكان العالم,العالم يعيش على ٦ دولارات يوميا,0
صراع ما بعد الانتخابات في كردستان العراق,تصالح ما بعد الانتخابات في كردستان العراق,0
اعتراف خامنئي بالأزمة الاقتصادية الإيرانية,خامنئي يرفض الاعتراف بأزمة بلاده اقتصادياً,0
بعد التصعيد التركي.. ترقب لورقة واشنطن المؤلمة,ترقب للموقف الأميركي بعد التصعيد التركي,1
أسعار الذهب تسجل أدنى مستوياتها في 6 أشهر,تسجيل أعلى مستوى للذهب في ٦ أشهر,0
اعترضت قوات الدفاعات السعودية صاروخا باليستيا فوق الرياض,قوات الدفاعات السعودية تفشل فى التصدي لصاروخ باليستيا فوق الرياض,0
استقالة جونسون تهبط بالجنيه الإسترليني,ارتفاع للجنيه الاسترليني باستقالة جونسون,0
هبوط حاد لليرة التركية مقابل الدولار,ارتفاع الليرة التركية مقابل الدولار,0
دعوة للعمل 4 أيام بالأسبوع فقط.. مع راتب أعلى,بريطانيا: دعوة لتقليص أيام العمل الأسبوعية,1
إعصار في مدغشقر يهدد صناعة الأيس كريم في العالم,انتاج الآيس كريم قد يتراجع بسبب إعصار  ميناوو في مدغشقر ,1
القتال متواصل في الغوطة الشرقية في سوريا رغم التهدئة الروسية,فشلت روسيا في عمليات التهدئة في سوريا,1
قضية نورا: أقارب الزوج المقتول يرفضون الصفح كي لا تتشجع النساء على رفض الرجال في السودان,فى قضية نورا: رفض أقارب الزوج المقتول الصفح حتى لا تتشجع النساء على رفض الرجال فى السودان,1
مقتل 12 شخصا في هجوم انتحاري على مفوضية الانتخابات في ليبيا,تقارير عن هجوم إنتحاري على مفوضية الإنتخابات في ليبيا مما أدى إلى مصرع 12 شخص,1
تراجع في أسعار النفط عن أعلى مستوى,النفط لأعلى مستوى خلال أعوام,0
السيسي: لا دور للإخوان في مصر ما دمت موجودا في الحكم,السيسي يتصالح مع الإخوان في مصر,0
الحرب في سوريا: واشنطن تشترط خروج القوات المدعومة إيرانيا كي تشارك في إعادة الإعمار,واشنطن تعلن المشاركة في إعادة الإعمار فى سوريا دون شروط,0
اليورو في أدنى مستوياته في ستة أشهر,اليورو في أعلى مستوياته في ستة أشهر,0
انفجار في مصنع للكيماويات قرب مطار القاهرة بالعاصمة المصرية,سماء دوي انفجار دون معرفة المصدر فى القاهرة,0
أردوغان غاضب ومحبط.. ويش هجوما تخوينيا,الرئيس التركي متفائل بالوضع السياسي,0
مصر تعتزم طرح حصص في شركات حكومية بالبورصة,مصر ترفض طرح حصص حكومية بالبورصة,0
كوريا الجنوبية ترسل طلباً للإدارة الأميركية,طلب خاص من الولايات المتحدة لكوريا الجنوبية,0
هجوم انتحارى فى كابول و سقوط 26 قتيلا على الأقل,فشل هجوم انتحارى فى كابول,0
الجذور التاريخية لموالد الأولياء والقديسين في مصر,تاريخ و أصل موالد الأولياء و القديسين في السودان,0
تشديد ضوابط حظر التدخين في الأماكن العامة فى إسرائيل,السماح بالتدخين في الأماكن العامة فى إسرائيل,0
كنيسة القيامة تغلق أبوابها احتجاجا على إجراءات ضريبية إسرائيلية,اغلاق أبواب كنيسة القيامة احتجاجا على إجراءات ضريبية إسرائيلية,1
إضراب عمالي يشل قطارات فرنسا,إضراب عمال فرنسا يشل المطارات,0
الإفراج عن سلمان خان بعد ليلتين في الحبس في قضية صيد الظباء النادرة,إطلاق سراح سلمان خان بعد يومين في الحبس إثر قضية السرقة,0
الولايات المتحدة: الاتفاق النووي الإيراني بُني على أكاذيب,الولايات المتحدة تشكك و تعرب عن قلقها تجاه الاتفاق النووي الإيراني,1
٥٠ مليار دولار عقاب صيني لواشنطن,واشنطن تعاقب الصين برفع الإيرادات بخمسين مليار دولار,0
مصر توقع اتفاقا جديدا مع البنك الدولي,اتفاق مصري آخر مع البنك الدولي,1
